outDryBulbTemp,outHumidityRatio,outRelHumidity,directSolarRad,solAzimAngle,solAltAngle,zoneMeanAirTemp,zoneHTGstp,month,hour,outDryBulbTempPrev,outHumidityRatioPrev,outRelHumidityPrev,directSolarRadPrev,solAzimAnglePrev,solAltAnglePrev,zoneMeanAirTempPrev,zoneHTGstpPrev,hourPrev,totHTGPrev,totHTG
3.9,0.00441579774883304,86,0,317.616040312853,-66.6873757723417,20.5439082795571,20.5463547458473,1,23,4.4,0.00436049067099605,82,0,295.006011070661,-57.6051046806961,19.8774778886072,19.88089135992,22,5.98245421723029,6.59260764403077
3.3,0.00438021254426446,89,0,5.66701143979666,-71.2664189280843,20.9771282376772,20.9776050001676,1,0,3.9,0.00441579774883304,86,0,317.616040312853,-66.6873757723417,20.5439082795571,20.5463547458473,23,6.59260764403077,7.06310847389401
3.3,0.00438021254426446,89,0,34.2910125674663,-68.3942680058279,18.7865208564928,18.7824704806345,1,1,3.3,0.00438021254426446,89,0,5.66701143979666,-71.2664189280843,20.9771282376772,20.9776050001676,0,7.06310847389401,7.30092860732347
3.3,0.00438021254426446,89,0,60.1481693501739,-60.0896679999413,19.9112740640313,19.9126848715926,1,2,3.3,0.00438021254426446,89,0,34.2910125674663,-68.3942680058279,18.7865208564928,18.7824704806345,1,7.30092860732347,7.23036799223467
3.3,0.00438021254426446,89,0,76.1037987417565,-49.6862015638614,18.3741754243519,18.369896676386,1,3,3.3,0.00438021254426446,89,0,60.1481693501739,-60.0896679999413,19.9112740640313,19.9126848715926,2,7.23036799223467,6.54062094496917
3.3,0.00438021254426446,89,0,87.6481609841451,-38.6062052446925,20.7216581817691,20.7221272046878,1,4,3.3,0.00438021254426446,89,0,76.1037987417565,-49.6862015638614,18.3741754243519,18.369896676386,3,6.54062094496917,9.06988384130728
3.3,0.00428110329364613,87,0,97.3354476228039,-27.4260735518129,18.9510684375719,18.9474728727018,1,5,3.3,0.00438021254426446,89,0,87.6481609841451,-38.6062052446925,20.7216581817691,20.7221272046878,4,9.06988384130728,7.46079362310959
2.8,0.00432235459942991,91,0,106.409109997879,-16.4730223038713,20.4665223689183,20.4670813370741,1,6,3.3,0.00428110329364613,87,0,97.3354476228039,-27.4260735518129,18.9510684375719,18.9474728727018,5,7.46079362310959,8.42134486935286
2.8,0.00422671223706174,89,0,115.613074699971,-6.02195283608565,18.4859465110521,18.482127921293,1,7,2.8,0.00432235459942991,91,0,106.409109997879,-16.4730223038713,20.4665223689183,20.4670813370741,6,8.42134486935286,7.42762958766267
2.8,0.00422671223706174,89,0,125.498005106053,3.62260621805149,20.5323344146945,20.5325382126848,1,8,2.8,0.00422671223706174,89,0,115.613074699971,-6.02195283608565,18.4859465110521,18.482127921293,7,7.42762958766267,9.15261084826801
2.8,0.00422671223706174,89,0,136.518187557224,12.0791197977577,20.450488817292,20.4481566853626,1,9,2.8,0.00422671223706174,89,0,125.498005106053,3.62260621805149,20.5323344146945,20.5325382126848,8,9.15261084826801,6.59509224788595
3.9,0.00410568520958384,80,0,148.996749214432,18.8668093069866,19.1548495074871,19.1497784554212,1,10,2.8,0.00422671223706174,89,0,136.518187557224,12.0791197977577,20.450488817292,20.4481566853626,9,6.59509224788595,5.94781816371591
5,0.00410196090038124,74,0,162.969436782106,23.4363060286588,20.4349432296234,20.437787603261,1,11,3.9,0.00410568520958384,80,0,148.996749214432,18.8668093069866,19.1548495074871,19.1497784554212,10,5.94781816371591,6.1509433212748
6.1,0.00406832435664194,68,0,177.989795140867,25.2947385988605,18.7821755659326,18.7779796125125,1,12,5,0.00410196090038124,74,0,162.969436782106,23.4363060286588,20.4349432296234,20.437787603261,11,6.1509433212748,4.72777900253116
6.7,0.00411578490886852,66,0,193.146849190447,24.2043504938942,18.8990965464906,18.8994358523351,1,13,6.1,0.00406832435664194,68,0,177.989795140867,25.2947385988605,18.7821755659326,18.7779796125125,12,4.72777900253116,4.01339368397824
7.2,0.004065580947393,63,0,207.4610216649,20.3075649387143,18.0981603981888,18.0883868644564,1,14,6.7,0.00411578490886852,66,0,193.146849190447,24.2043504938942,18.8990965464906,18.8994358523351,13,4.01339368397824,3.45163922969188
7.8,0.00410154767846116,61,0,220.346245720913,14.0498011569981,20.2098771330017,20.2119652257007,1,15,7.2,0.004065580947393,63,0,207.4610216649,20.3075649387143,18.0981603981888,18.0883868644564,14,3.45163922969188,5.94972029502892
7.2,0.0041955176142759,65,0,231.727123831281,5.9820489959131,18.7434135486754,18.7395180523785,1,16,7.8,0.00410154767846116,61,0,220.346245720913,14.0498011569981,20.2098771330017,20.2119652257007,15,5.94972029502892,4.31293998382534
6.7,0.00417856423357718,67,0,241.870609413875,-3.39065783471131,19.3543768635311,19.3580343587546,1,17,7.2,0.0041955176142759,65,0,231.727123831281,5.9820489959131,18.7434135486754,18.7395180523785,16,4.31293998382534,4.65108786510944
6.1,0.00418878679475164,70,0,251.204975788518,-13.6613968767961,18.3999478202222,18.3960323677063,1,18,6.7,0.00417856423357718,67,0,241.870609413875,-3.39065783471131,19.3543768635311,19.3580343587546,17,4.65108786510944,4.68772440380407
5.6,0.00433623586105674,75,0,260.251878597493,-24.5091059820464,20.1011821733092,20.1033801168304,1,19,6.1,0.00418878679475164,70,0,251.204975788518,-13.6613968767961,18.3999478202222,18.3960323677063,18,4.68772440380407,6.65965061442199
5,0.00432523040386061,78,0,269.686017064745,-35.6570047027802,20.0727363610568,20.0711717998232,1,20,5.6,0.00433623586105674,75,0,260.251878597493,-24.5091059820464,20.1011821733092,20.1033801168304,19,6.65965061442199,5.70171301317176
5,0.00438107266351112,79,0,280.569820234955,-46.8034277950102,19.0831761012591,19.0789829871119,1,21,5,0.00432523040386061,78,0,269.686017064745,-35.6570047027802,20.0727363610568,20.0711717998232,20,5.70171301317176,5.76131544473488
4.4,0.00436049067099605,82,0,294.984095268216,-57.4707108126959,20.3792077481155,20.3814678077234,1,22,5,0.00438107266351112,79,0,280.569820234955,-46.8034277950102,19.0831761012591,19.0789829871119,21,5.76131544473488,6.72512141042854
3.9,0.00441579774883304,86,0,317.504459298646,-66.5599391318232,19.280489055618,19.2757641155898,1,23,4.4,0.00436049067099605,82,0,294.984095268216,-57.4707108126959,20.3792077481155,20.3814678077234,22,6.72512141042854,6.25074458317843
3.9,0.00441579774883304,86,0,5.97121905299173,-71.1681006209164,19.6523427637581,19.6531997030007,1,0,3.9,0.00441579774883304,86,0,317.504459298646,-66.5599391318232,19.280489055618,19.2757641155898,23,6.25074458317843,6.23474152797298
3.9,0.00441579774883304,86,0,33.9245220674181,-68.3622719556931,20.3035156678639,20.305895136896,1,1,3.9,0.00441579774883304,86,0,5.97121905299173,-71.1681006209164,19.6523427637581,19.6531997030007,0,6.23474152797298,6.62657513074448
3.3,0.00438021254426446,89,0,59.8705730577962,-60.099955250432,18.1999868667662,18.1961892616094,1,2,3.9,0.00441579774883304,86,0,33.9245220674181,-68.3622719556931,20.3035156678639,20.305895136896,1,6.62657513074448,6.70829031259647
3.3,0.00438021254426446,89,0,75.8935603785578,-49.7139486620573,18.6783981988902,18.6801358110029,1,3,3.3,0.00438021254426446,89,0,59.8705730577962,-60.099955250432,18.1999868667662,18.1961892616094,2,6.70829031259647,6.02666719283012
2.8,0.00441802618173019,93,0,87.4756234030677,-38.6392149476276,18.1648208625955,18.1600688984942,1,4,3.3,0.00438021254426446,89,0,75.8935603785578,-49.7139486620573,18.6783981988902,18.6801358110029,3,6.02666719283012,5.72180818548969
2.2,0.00427789204884138,94,0,97.1832011676288,-27.4577629165497,19.2925848466627,19.2939214358309,1,5,2.8,0.00441802618173019,93,0,87.4756234030677,-38.6392149476276,18.1648208625955,18.1600688984942,4,5.72180818548969,7.24807557142012
2.2,0.00427789204884138,94,0,106.266911441959,-16.4988746666901,18.2393986749734,18.2347666261277,1,6,2.2,0.00427789204884138,94,0,97.1832011676288,-27.4577629165497,19.2925848466627,19.2939214358309,5,7.24807557142012,6.71488474509226
1.7,0.0042150714774895,96,0,115.47446340156,-6.03805652398737,18.257441594718,18.2558618006672,1,7,2.2,0.00427789204884138,94,0,106.266911441959,-16.4988746666901,18.2393986749734,18.2347666261277,6,6.71488474509226,6.36831426424134
