outDryBulbTemp,outHumidityRatio,outRelHumidity,directSolarRad,solAzimAngle,solAltAngle,zoneMeanAirTemp,zoneHTGstp,month,hour,outDryBulbTempPrev,outHumidityRatioPrev,outRelHumidityPrev,directSolarRadPrev,solAzimAnglePrev,solAltAnglePrev,zoneMeanAirTempPrev,zoneHTGstpPrev,hourPrev,totHTGPrev,totHTG
7.2,0.00569367528681327,88,0,277.421298880358,-36.522192347309,19.0409959422559,19.0409959422853,11,20,7.8,0.00573013816707782,85,0,267.148643710106,-25.3403999500833,18.1878024712746,18.1878024712746,19,4.4889181643454,4.82968192718593
6.7,0.00581525728390066,93,0,289.801614889982,-47.4027323390496,20.7920961189807,20.7920961189859,11,21,7.2,0.00569367528681327,88,0,277.421298880358,-36.522192347309,19.0409959422559,19.0409959422853,20,4.82968192718593,6.64457002245017
6.1,0.00581957882318573,97,0,306.695904454343,-57.2853308677668,20.5179641055187,20.5179640783123,11,22,6.7,0.00581525728390066,93,0,289.801614889982,-47.4027323390496,20.7920961189807,20.7920961189859,21,6.64457002245017,5.30007192385144
5.6,0.00573662937022775,99,0,332.102688759946,-64.6475799468943,19.6347863373084,19.6347863370327,11,23,6.1,0.00581957882318573,97,0,306.695904454343,-57.2853308677668,20.5179641055187,20.5179640783123,22,5.30007192385144,6.05722474624536
5,0.0055000127616337,99,0,6.69101466353489,-67.0106563673502,20.7026859472948,20.7026859506465,11,0,5.6,0.00573662937022775,99,0,332.102688759946,-64.6475799468943,19.6347863373084,19.6347863370327,23,6.05722474624536,6.71769265726203
5,0.00555606471764405,100,0,38.8310910159869,-62.5872049758503,19.3609871801618,19.3609871801413,11,1,5,0.0055000127616337,99,0,6.69101466353489,-67.0106563673502,20.7026859472948,20.7026859506465,0,6.71769265726203,6.91393063110545
5.6,0.00573662937022775,99,0,60.6042469280405,-53.9937926112194,19.1000168519749,19.1000168432914,11,2,5,0.00555606471764405,100,0,38.8310910159869,-62.5872049758503,19.3609871801618,19.3609871801413,1,6.91393063110545,5.19345922224724
5.6,0.00573662937022775,99,0,75.4120489034795,-43.6037526065175,19.8674664468913,19.8674664540546,11,3,5.6,0.00573662937022775,99,0,60.6042469280405,-53.9937926112194,19.1000168519749,19.1000168432914,2,5.19345922224724,5.81501383418707
5,0.00555606471764405,100,0,86.7779151822275,-32.546421095826,20.9871526573085,20.9871526627466,11,4,5.6,0.00573662937022775,99,0,75.4120489034795,-43.6037526065175,19.8674664468913,19.8674664540546,3,5.81501383418707,6.87923457916368
5.6,0.00579511501387096,100,0,96.6134378144144,-21.3606749969369,19.134207600198,19.1342076001968,11,5,5,0.00555606471764405,100,0,86.7779151822275,-32.546421095826,20.9871526573085,20.9871526627466,4,6.87923457916368,7.28007408697891
5.6,0.00579511501387096,100,0,105.992224335825,-10.385613305025,20.7678443965697,20.7678443969101,11,6,5.6,0.00579511501387096,100,0,96.6134378144144,-21.3606749969369,19.134207600198,19.1342076001968,5,7.28007408697891,7.06018954058361
5.6,0.00573662937022775,99,0,115.636896748859,0.0788849136228093,18.187881720393,18.1878817203919,11,7,5.6,0.00579511501387096,100,0,105.992224335825,-10.385613305025,20.7678443965697,20.7678443969101,6,7.06018954058361,6.62220354313404
